A-3607241,2,0.216,Long Beach,CA,90807
A-7165003,2,0,Oceanside,CA,92054
A-2928162,2,0,Corona,CA,92882
A-6755161,2,2.845,Owatonna,MN,55060
A-1555104,2,0,Cullman,AL,35055-5311
A-3632636,2,0,Woodbridge,NJ,07095
A-6647827,2,0.955,San Antonio,TX,78230-3104
A-7541586,2,0.001,Portland,OR,97221
A-71285,3,0.01,Los Angeles,CA,90023
A-2284383,2,0,Carmel,NY,10512
A-1472325,2,0,Moorpark,CA,93021
A-1458122,3,0,Clarkston,GA,30021
A-5043974,4,2.356,Casa Blanca,NM,87007
A-2891964,3,0,San Diego,CA,92130
A-7710502,2,0.004,Clearfield,UT,84015
A-5443996,4,0.521,Kawkawlin,MI,48631-9407
A-6990260,2,0.064,San Jose,CA,95123
A-7701469,2,0.523,Minneapolis,MN,55454
A-5624546,2,1.32,March Air Reserve Base,CA,92518
A-3978488,2,1.605,Paramus,NJ,07652
A-3508894,2,0.007,Charlotte,NC,28212
A-7743049,2,0.544,Grand Terrace,CA,92313
A-5350044,2,0.144,Miami Lakes,FL,33014-6044
A-7273903,2,0,Pomona,CA,91766
A-6094791,2,0.705,Madison,AL,35756
A-7679620,4,0.6459999999999999,Cantonment,FL,32533
A-5307186,2,0.044,Baldwin Park,CA,91706
A-3131976,3,0,Fenton,MO,63026
A-3350479,3,0,Oakland,CA,94607
A-6672258,2,2.1830000000000003,Tacoma,WA,98418
A-6292078,2,1.366,Richmond,VA,23227
A-137945,3,0,Sarasota,FL,34241
A-5079489,2,0.133,El Monte,CA,91732-1026
A-7003622,2,0,Richmond,VA,23235
A-6309494,2,0.052,Ooltewah,TN,37363
A-7371587,2,0.441,Portland,OR,97201
A-341082,2,0.01,Modesto,CA,95358
A-1510902,2,0,Nashville,TN,37208-1925
A-1618017,2,0,Kennesaw,GA,30144
A-5886226,2,3.262,Richmond,VA,23234
A-2351740,2,0,Hopkins,MN,55343
A-4610950,2,0.753,Waxahachie,TX,75165
A-1737963,2,0,Loris,SC,29569
A-3476336,2,0.158,Fort Myers,FL,33908
A-4161448,2,0.732,Bakersfield,CA,93311
A-2745610,3,0,Chicago,IL,60628
A-6072871,2,0.396,Clayton,NC,27520-8378
A-3567757,3,0.607,Humble,TX,77396
A-2263519,2,0,Lake Stevens,WA,98258
A-2722502,2,0,Wellesley Hills,MA,02481
A-7451407,2,0.247,Sheridan,OR,97378
A-744732,3,0,Fenton,MI,48430
A-3998144,2,0.039,Penfield,NY,14526-9785
A-2023503,3,0,Denver,CO,80237-3004
A-7727567,3,1.41,Humble,TX,77396
A-5783002,2,0.613,Greenville,NC,27834-7081
A-5781035,2,0.038,Alexandria,VA,22304-2433
A-5606527,4,0.33,Rolla,MO,65401
A-6129013,2,0.046,Gardena,CA,90249-1701
A-6258842,2,0.563,Salt Lake City,UT,84115
A-6561651,2,0.01,Houston,TX,77067
A-5803162,2,0.219,Houston,TX,77037-2043
A-5287282,2,1.758,Manteca,CA,95337
A-4009970,2,1.018,Dallas,TX,75244
A-7629773,2,0.505,Newhall,CA,91321
A-7628862,4,0.08,Charlotte,NC,28215
A-572757,2,0,Fowler,CA,93625
A-5419571,2,0.536,Garner,NC,27529-9338
A-3122831,3,0,Atlanta,GA,30315
A-5657089,2,2.173,Tomball,TX,77377
A-5257966,2,0.027,Wake Forest,NC,27587-6921
A-3168192,2,0,Raleigh,NC,27610
A-561895,2,0,Tuscumbia,AL,35674
A-3394666,2,0,Chino,CA,91710
A-4258130,2,0.195,Tucson,AZ,85711-1423
A-2276511,3,0,Cincinnati,OH,45202-3408
A-889188,3,0,Shorewood,IL,60404
A-5585456,2,0.04,Yountville,CA,94599
A-2949680,2,0,Raleigh,NC,27613-7515
A-6041082,2,0.456,Exmore,VA,23350-2349
A-1650039,2,0,Tempe,AZ,85282-4204
A-5712547,2,0.42,Chesnee,SC,29323
A-5830256,2,0.08,Lake Arrowhead,CA,92352
A-7743011,2,0.417,Los Angeles,CA,90039
A-1085705,2,0,Raleigh,NC,27615
A-4794289,2,0.637,Cedar Rapids,IA,52404
A-6370498,2,0.425,Austin,TX,78741-6411
A-6452492,2,1.273,Crownsville,MD,21032
A-7025218,2,0.905,Auburn,WA,98001
A-7301200,2,0.003,Corona,CA,92883
A-2078438,2,0,Seattle,WA,98199-2323
A-3904478,2,1.344,Bakersfield,CA,93304
A-186597,2,0,Burton,MI,48519-1330
A-3201748,2,0,Rosemary Beach,FL,32461
A-5453160,2,0.083,Brooklyn,NY,11235
A-5810196,2,2.187,Triangle,VA,22172
A-6931146,2,0.027,Dallas,TX,75207
A-6566175,2,1.675,San Luis Obispo,CA,93401
A-6687541,2,2.185,Upland,CA,91784
A-6171813,4,20.411,West Winfield,NY,13491-3811
A-4524865,2,3.487,Hicksville,NY,11801
A-5579215,2,0.206,Doral,FL,33126-1509
A-637766,3,0,Albuquerque,NM,87105
A-5239516,2,0.214,Sacramento,CA,95815
A-1384155,2,0,Spring Grove,PA,17362-8415
A-4564832,2,0.098,Miami,FL,33178
A-2133960,2,0,Gurnee,IL,60031
A-5479114,2,1.992,Woodbury,NJ,08096
A-2369670,2,0,Oklahoma City,OK,73149-1418
A-847882,2,0,Hollister,CA,95023-9050
A-5918890,2,0.545,Billings,MT,59101
A-367559,2,0,Grand Rapids,MI,49503-1322
A-3717676,2,0.659,Irvine,CA,92618
A-3964434,2,0.922,Springboro,OH,45066
A-3572939,2,0,Barrington,IL,60010
A-1765754,2,0,Dallas,TX,75228-6719
A-4680223,2,0.195,Garden Valley,CA,95633-9471
A-845795,2,0,Gilbert,AZ,85297-2003
A-231208,3,0.01,Arlington,VA,22202
A-364063,3,5.69,Neola,IA,51559
A-7035441,1,0,North Olmsted,OH,44070
A-3385613,4,1.7000000476837158,Brooklyn,NY,11201
A-6385516,2,2.397,Torrance,CA,90504
A-4944941,2,0.602,Nashville,TN,37214-2416
A-4363256,2,1.098,Leola,PA,17540-9725
A-1880893,2,0,Walton,KY,41094
A-1075331,3,0,Wilmington,MA,01887
A-3358153,2,0,Houston,TX,77079
A-2560512,2,0,El Paso,TX,79930-1921
A-1788255,2,0,Glendale,AZ,85304-4343
A-1729266,2,0,Greenville,SC,29611-7538
A-1551067,3,0,Los Angeles,CA,90021-2418
A-827727,2,0,Decatur,GA,30033
A-7358803,3,0.493,Chicago,IL,60607
A-7757426,3,0.002,Denver,CO,80238
A-7736396,2,0.071,Portland,OR,97227
A-102843,2,0.01,Los Angeles,CA,90039
A-331266,2,0.01,Purcellville,VA,20132
A-1683742,3,1.3300000429153442,Monroe,GA,30656-4779
A-2227747,3,0,Norco,CA,92860
A-1324949,3,0,Dallas,TX,75229
A-6420060,2,0.239,Miami,FL,33183
A-3746375,2,0.055,Glendale,AZ,85308-4320
A-7685037,3,0,Dallas,TX,75225
A-6263774,2,0.467,Baton Rouge,LA,70815-4109
A-1955030,2,0,Camden,NY,13316-3765
A-3143490,2,0,Jenkintown,PA,19046
A-5078340,2,0.327,Minnetonka,MN,55345
A-757940,3,0,Kenosha,WI,53142
A-926882,2,0,Orlando,FL,32837
A-2719727,3,0,Pleasanton,CA,94566
A-5959954,2,0.236,Clackamas,OR,97015
A-5650475,2,0.862,Fort Lauderdale,FL,33312
A-2120426,2,0,Houston,TX,77055-3619
A-904796,2,0,Fresno,CA,93725-9217
A-6441930,2,2.855,Houston,TX,77003
A-7415550,2,0,Irvine,CA,92612
A-3161821,2,0,Tulsa,OK,74129
A-2829641,3,0,Woodbridge,VA,22191
A-2880075,3,0,Vista,CA,92084
A-417096,3,0.01,Chicago,IL,60630
A-2524387,2,0,Summerville,SC,29483-9601
A-5155102,2,0.077,Boise,ID,83709-8129
A-6769638,2,1.596,Nashville,TN,37210
A-406959,2,0.01,Orange,CA,92867
A-6601031,2,0.248,Charlotte,NC,28226-5159
A-1740403,2,0,Dade City,FL,33523-6969
A-5636695,2,0.127,Kissimmee,FL,34746-4893
A-1668389,2,0,Elizabethtown,PA,17022
A-2266556,3,0,Gardena,CA,90247
A-7007917,4,0,South River,NJ,08882
A-2605350,2,0,Fort Mill,SC,29708
A-2405662,2,0,Charlotte,NC,28205-6322
A-2419019,3,0,Norcross,GA,30071
A-7324104,2,0,Lowell,OR,97452-9702
A-5170705,2,0.748,Tampa,FL,33607
A-845329,2,0,Downingtown,PA,19335
A-5154845,2,0.014,Tyler,TX,75702
A-4541138,2,0.019,Saint Paul,MN,55107
A-2438582,2,0,Rochester,NY,14605-1725
A-2791445,2,0,Palo Alto,CA,94303
A-740371,2,0,San Jose,CA,95122
A-3003045,2,0,Schurz,NV,89427
A-4590375,2,0.455,Colorado Springs,CO,80905
A-2025880,2,0,Morristown,AZ,85342
A-6419584,2,0.04,Brookings,OR,97415-2534
A-6820593,2,0.693,Leesburg,VA,20175
A-3422197,2,0.5820000000000001,San Diego,CA,92111
A-4912651,2,1.119,North Miami Beach,FL,33160
A-438818,2,0.02,Hemet,CA,92545
A-5543001,2,2.76,Miami,FL,33166
A-4663703,2,0.194,Gardena,CA,90247
A-6214792,2,0.038,Ladson,SC,29456
A-6513400,2,0.053,Sacramento,CA,95841-2011
A-5421844,2,0.695,Phoenix,AZ,85007
A-5258745,2,0.871,Dallas,TX,75244
A-874657,2,0,Greenville,SC,29611
A-1048922,2,0,Dallas,TX,75227
A-6086176,2,1.911,Milford,CT,06461
A-6674016,2,2.813,Delano,CA,93215
A-4219384,2,0.289,Riverview,FL,33578-3827
A-2404162,2,0,Austin,TX,78728
A-7698083,3,1.517,Farmington,CT,06032
A-578134,2,0,New York,NY,10035-1161
A-158120,3,0,Atlanta,GA,30341
A-2595435,2,0,Bridgeport,CT,06606
A-2264985,2,0,York,SC,29745-9202
A-112866,3,0.01,Los Angeles,CA,90015
A-3758878,2,0.214,Huntington,NY,11743
A-4022286,2,2.531,Blackfoot,ID,83221
A-3813841,2,0.04,Wendell,NC,27591-9356
A-1553238,4,3.940000057220459,Newburgh,NY,12550
A-5942123,2,0.764,Atlanta,GA,30308
A-782507,3,0,San Pablo,CA,94806
A-284953,2,0,Austin,TX,78701-4649
A-6442661,2,0.5539999999999999,Maple Grove,MN,55311
A-4671318,2,0.383,Raleigh,NC,27612-4503
A-5864263,2,0.47,Myrtle Beach,SC,29588-6802
A-6079637,2,0.091,Tacoma,WA,98421
A-5816199,2,0.203,Owatonna,MN,55060
A-7325041,2,0,Kanab,UT,84741
A-4218486,2,6.072,Miami,FL,33127
A-6764936,2,0.92,Danbury,CT,06810
A-920598,3,0,Lynwood,CA,90262
A-3086436,2,0,Ridgeland,SC,29936-6168
A-2295132,2,0,Portland,OR,97206-4703
A-5781655,2,2.164,Alhambra,CA,91801
A-2523103,3,0,Rochester,NY,14608
A-1557631,2,0,Ojai,CA,93023
A-4671649,2,0.871,Stacy,MN,55079
A-4543852,2,0.077,Baton Rouge,LA,70814-7720
A-5207360,2,1.793,Norfolk,VA,23504
A-2808127,2,0,Houston,TX,77015
A-5602860,2,0.136,Covina,CA,91724-3722
A-2064425,2,0,New Haven,CT,06511
A-347708,2,0.01,Ventura,CA,93001
A-7351726,2,0,West Covina,CA,91790
A-7626257,2,0.213,Tonawanda,NY,14150
A-6059469,2,0.155,Houston,TX,77077
A-6479804,2,0.161,Baltimore,MD,21224
A-6597068,2,1.067,Kissimmee,FL,34758
A-4570883,2,0.01,Seminole,FL,33772
A-3949497,2,0.105,Ridgefield,NJ,07657
A-6486882,2,0.184,Orlando,FL,32824-7825
A-1881449,2,0,Spring Valley,IL,61362
A-777451,2,0,Nashville,TN,37203
A-3875485,2,2.337,Holbrook,AZ,86025
A-7356929,2,0,Sacramento,CA,95816
A-2073080,2,0,Raleigh,NC,27604
A-4700868,2,0.106,Rowland Heights,CA,91748
A-1717644,3,0,Fairfield,CA,94533
A-2758590,2,0,Raleigh,NC,27610-2850
A-6453237,2,0.451,Boonville,NC,27011-7975
A-2449087,2,0,El Paso,TX,79936
A-6087371,2,1.454,Durham,NC,27709
A-6284551,2,0.405,Prospect,OR,97536
A-4348390,2,0.7979999999999999,Independence,MO,64055
A-2275561,2,0,Minneapolis,MN,55426
A-833164,2,0,Paramus,NJ,07652
A-6238162,2,0.4320000000000001,Manheim,PA,17545
A-509649,2,0,Houston,TX,77012
A-1756396,2,0,San Dimas,CA,91773
A-4711553,2,1.209,Port Huron,MI,48060
A-1490603,3,0,Lexington,SC,29073
A-2462479,2,0,Springfield,MO,65803
A-5840754,2,0.143,Columbia,SC,29204-2227
A-1399780,3,0,Irvine,CA,92614
A-3393060,2,0,Honea Path,SC,29654-7351
A-440896,2,0.01,San Diego,CA,92113
A-2852454,2,0,Indianapolis,IN,46226
A-6165639,2,0.148,Los Angeles,CA,90043-2720
A-975301,2,0,Zachary,LA,70791-3048
A-5616004,2,0.048,Shreveport,LA,71101
A-4122130,2,0.279,Austin,TX,78757-8320
A-3181543,2,0,Charlotte,NC,28217-2349
A-2288743,2,0,Madison,AL,35756
A-3863355,2,0.512,Charlottesville,VA,22911
A-5383620,2,2.65,Riverview,FL,33578
A-5208523,2,0.41,Kansas City,MO,64154
A-3098680,3,0,Dallas,TX,75224
A-2688703,2,0,El Paso,TX,79936
A-6033134,2,0.207,Glen Mills,PA,19342-1018
A-2543412,2,0,Buffalo Grove,IL,60089
A-4771945,2,0.329,Middletown,CT,06457
A-559484,1,0,Redway,CA,95560
A-136072,2,0,Orlando,FL,32819
A-2288634,3,1.7300000190734863,Rowlett,TX,75088
A-5796356,2,0.112,Fort Lauderdale,FL,33317
A-4965822,2,0.373,Indianapolis,IN,46219
A-4605739,2,0.123,Lincoln,CA,95648
A-131193,2,0,Brandon,FL,33511
A-6473838,2,0.064,Corona,CA,92882
A-2714155,2,0,Jamaica,NY,11434
A-249168,2,0,Woodbury,NJ,08096
A-5297278,2,0.044,Spartanburg,SC,29303-2123
A-7648272,2,0.081,Wayland,MA,01778
A-1328904,2,1.3700000047683716,Foxboro,MA,02035
A-6366403,2,0.15,Elk River,MN,55330
A-7737883,2,0.718,Ooltewah,TN,37363
A-5400220,2,7.879,San Leandro,CA,94578
A-3944405,2,2.008,Atlanta,GA,30349
A-21699,3,0,Newman,CA,95360
A-5147405,2,1.3259999999999998,London,OH,43140
A-7545469,2,0.494,Woodburn,OR,97071
A-6756700,2,0.157,Richmond,VA,23173
A-6581188,2,0.1369999999999999,Winter Park,FL,32789
A-4119795,2,0.233,Englewood,NJ,07631
A-5024329,2,0.034,Norristown,PA,19401-4043
A-3654808,2,0.153,Los Angeles,CA,90012-1666
A-6746921,2,0.439,Richmond,VA,23227
A-7041731,2,0,Modesto,CA,95350
A-4896072,2,0.955,Kansas City,MO,64116
A-4832759,2,1.186,Waldorf,MD,20601
A-7616667,4,0.102,South San Francisco,CA,94080-3207
A-7694031,2,0.435,Minneapolis,MN,55437
A-7270155,3,0.425,New Orleans,LA,70126
A-1184575,2,0,Memphis,TN,38119
A-5572171,2,0.934,Houston,TX,77079
A-2731768,3,0,Jacksonville,FL,32209
A-2624685,3,0,Lexington,SC,29073
A-7674990,2,0.642,Hollywood,FL,33020
A-6567031,2,0.009,Charlotte,NC,28208
A-3345079,3,0,North Charleston,SC,29405
A-5213205,2,0.963,Big Timber,MT,59011
A-1363289,3,0,Rockwood,TN,37854
A-5858375,2,1.578,Bonanza,OR,97623-7714
A-96093,3,0,Riverside,CA,92507
A-2474522,2,0,Nashville,TN,37214
A-3326895,2,0,Papillion,NE,68046-4703
A-6525348,2,0.897,Squaw Valley,CA,93675-9311
A-3362683,3,0,Saint Clair Shores,MI,48080
A-5428839,2,0.345,Oakland Gardens,NY,11364
A-2795803,2,0,Oklahoma City,OK,73149-2705
A-7334085,2,0,Pleasant Hill,CA,94523
A-5265298,2,0.036,Lancaster,PA,17603-6316
A-5732832,2,3.553,Grand Bay,AL,36541
A-796100,2,0,Modesto,CA,95358-8441
A-5495971,2,1.93,Orlando,FL,32832
A-2038394,2,0,Richmond,IN,47374
A-5033920,2,0.255,Prescott Valley,AZ,86314
A-2529739,2,0,Salisbury,NC,28144-3520
A-1699377,2,0,Downers Grove,IL,60515-4964
A-1600039,3,0,Miami,FL,33168
A-2810482,3,0,Tulsa,OK,74107
A-57261,3,0.01,Cerritos,CA,90703
A-4167309,2,0.055,West Chester,PA,19380-1455
A-6022166,2,0.055,Palmetto,FL,34221-6520
A-3569057,3,0.17,Kansas City,MO,64116
A-5012224,2,0.192,Bronx,NY,10451
A-2588080,2,0,Hanover,PA,17331-2162
A-2791138,2,0,Houston,TX,77056-5902
A-27686,2,0,Sacramento,CA,95816
A-5859949,2,0.741,Roosevelt,NY,11575
A-6200417,2,1.739,Albany,OR,97322
A-106458,3,0.01,San Bernardino,CA,92407
A-72186,3,0.01,Valencia,CA,91355
A-4335861,2,3.805,Fenton,MO,63026
A-2203051,3,0,Gardena,CA,90248
A-221800,2,0,Dayton,OH,45405-2132
A-7022458,1,0,Dickson,TN,37055
A-5099091,2,0.103,Moss Point,MS,39563
A-1800104,2,0,Scottsdale,AZ,85256
A-22686,3,0,Oakland,CA,94605
A-580721,3,0,Greer,SC,29651
A-804076,2,0,Fort Myers,FL,33913
A-6050644,2,0.836,San Jose,CA,95125
A-4150415,2,0.024,Floodwood,MN,55736
A-1361548,2,0,Fernandina Beach,FL,32034
A-2954065,2,0,Jacksonville,FL,32256
A-1035818,2,0,West Chicago,IL,60185
A-4804855,2,0.701,West Hartford,CT,06107
A-419046,3,0.01,Royal Oak,MI,48067
A-6653981,2,0.937,West Hartford,CT,06110
A-1375872,2,0,Elizabethtown,PA,17022-9689
A-1301646,2,0,Boulder Creek,CA,95006
A-3587087,2,0.489,San Diego,CA,92113
A-1404912,2,0,New Bedford,MA,02740-3263
A-2354689,2,0,Milwaukee,WI,53202-3017
A-5335703,2,0.4920000000000001,Burbank,CA,91502
A-1607685,2,0,Arnold,MD,21012-2434
A-6135964,2,0.028,San Diego,CA,92113-3506
A-3435414,2,0.459,Denver,CO,80229
A-5787723,2,3.45,Carlisle,PA,17015
A-4331568,2,0.373,San Antonio,TX,78238-2516
A-3060268,2,0,Kissimmee,FL,34758
A-5952003,2,1.238,Miami,FL,33150
A-3252465,2,0,Miami,FL,33126
A-4278342,2,0.054,Waldorf,MD,20603
A-2050672,3,0,Union City,CA,94587
A-4433048,2,0.095,Saint George,SC,29477-8000
A-3761001,4,0.608,Pittsburgh,PA,15209
A-4356642,2,1.543,Klamath Falls,OR,97603
A-967291,2,0,Raleigh,NC,27604
A-3004414,3,0,Oak Park,MI,48237
A-3008162,3,0,Penfield,PA,15849
A-2765936,2,0,Visalia,CA,93292-9256
A-1712222,2,0,San Antonio,TX,78212
A-4568699,2,5.317,Los Angeles,CA,90029
A-6324547,2,1.214,Hernando,MS,38632
A-2100383,2,0,Annandale,VA,22003
A-916658,2,0,Malvern,PA,19355-1021
A-1671900,3,0,Bothell,WA,98021
A-4994545,2,1.138,Paso Robles,CA,93446
A-4077956,2,4.721,San Francisco,CA,94130
A-7332992,2,0,Acton,CA,93510
A-5414985,2,4.513999999999999,Jamaica,NY,11436
A-5377383,2,1.894,Selkirk,NY,12158
A-1462197,2,1.690000057220459,Bloomington,CA,92316
A-4298964,2,0.442,Washington,DC,20020
A-5351598,2,2.355,Colton,CA,92324
A-3869798,2,0.118,Houston,TX,77080-1410
A-4628450,2,1.633,Lindon,UT,84042
A-965505,2,0,Napa,CA,94558
A-916622,2,0,Cleveland,OH,44111
A-5749168,2,1.016,Arlington,OR,97812
A-1412543,2,0,Champlin,MN,55316
A-6678749,2,0.251,Orlando,FL,32830
A-7475507,3,0.1639999999999999,Denver,CO,80216
A-4866078,2,1.97,Miami,FL,33175
A-4036062,2,0.056,Dallas,TX,75215-2921
A-5163313,2,0.048,Sugar Grove,VA,24375
A-1398234,2,0,Anderson,SC,29625-2624
A-5455869,2,0.76,Wichita,KS,67214
A-7442618,2,0.517,Seattle,WA,98125
A-6953946,2,0.42,Los Angeles,CA,90021
A-3146191,2,0,Woodbridge,VA,22192
A-4343734,4,0.411,Greenville,SC,29611
A-4555840,2,0.076,Raleigh,NC,27604-4398
A-3615698,2,0,Charlotte,NC,28273-5945
A-1636605,2,0,Houston,TX,77082-3953
A-2000904,2,0,Columbus,OH,43228-3763
A-2552043,2,0,Seattle,WA,98133-7003
A-4603862,2,0.128,Flagstaff,AZ,86004
A-4663260,2,0.77,Carson City,NV,89703
A-4870749,2,0.97,Anaheim,CA,92805
A-6406622,2,0.09,Opa Locka,FL,33055
A-7508122,3,0.504,Selma,NC,27576
A-6672511,2,0.907,Wilkes Barre,PA,18702
A-19220,2,0.01,Davis,CA,95616
A-1277318,2,0,Ontario,CA,91761
A-4684178,2,9.326,Saint Augustine,FL,32084
A-2786671,2,0,Richmond,CA,94805-1123
A-7221923,2,0,Salt Lake City,UT,84106
A-5307744,2,0.061,Chattanooga,TN,37402-2508
A-2786399,2,0,Houston,TX,77007
A-2837036,2,0,Blythewood,SC,29016-9007
A-3912070,2,0.295,Orlando,FL,32837
A-2864870,2,0,Kerrick,MN,55756
A-585005,1,0,Braintree,MA,02184
A-4338663,2,0.713,Oakland,CA,94618
A-1160840,3,0,Jacksonville,FL,32206
A-1258647,2,0,Los Angeles,CA,90068-3915
A-7417937,2,0,San Leandro,CA,94577
A-6751112,2,1.3130000000000002,Canyon Country,CA,91387
A-2313533,2,0,Jones,OK,73049
A-7712547,2,0.018,Elkton,OR,97436-9777
A-5658523,2,0.102,Hacienda Heights,CA,91745-1534
A-72786,2,0.01,Tustin,CA,92780
A-1269652,2,0,Oklahoma City,OK,73132-4401
A-1844394,3,0,Los Angeles,CA,90021-1734
A-6231506,2,5.166,Greenville,SC,29611
A-1625285,2,0,Union City,NJ,07087-4110
A-2711023,2,0,Pacifica,CA,94044-2136
A-3980248,2,0.053,New Haven,CT,06511
A-1423315,2,12.899999618530272,Ruther Glen,VA,22546
A-7455566,4,0.136,New Preston Marble Dale,CT,06777-2002
A-6286014,2,0.237,Los Banos,CA,93635
A-7551603,3,1.268,Carson,CA,90745
A-5992622,2,1.089,Newark,NJ,07105
A-7714760,2,0,Sacramento,CA,95817
A-6127073,2,0.64,Wade,NC,28395-8769
A-4906789,2,0.197,Hesperia,CA,92344
A-4585610,2,0.943,Sacramento,CA,95818
A-2797220,2,0,Commack,NY,11725
A-2470855,3,0,Redlands,CA,92373
A-2813567,3,1.1799999475479126,Seattle,WA,98105
A-5429424,2,0.197,New York,NY,10016
A-2634684,2,0,Livermore,CA,94551
A-5933176,2,5.1320000000000014,Fort Mill,SC,29715
A-6428058,2,0.01,Santa Maria,CA,93455
A-1586372,2,0,Ogden,UT,84401-2312
A-3071854,3,0,Arlington,VA,22202
A-5469903,2,0.8220000000000001,Citronelle,AL,36522
A-5419877,2,0.7829999999999999,Wake Forest,NC,27587
A-3727527,2,0.021,Sarasota,FL,34238
A-7607553,2,0,Bronx,NY,10459
A-2033906,3,0,National City,CA,91950
A-1878891,2,0,Chiefland,FL,32626
A-7476586,2,0.965,Clatskanie,OR,97016-2804
A-3849970,2,0.564,Miami,FL,33156-2805
A-3818204,2,0.398,Ann Arbor,MI,48105
A-6708900,2,0.789,Seattle,WA,98102
A-3071883,2,0,York,PA,17406-6913
A-6422753,2,1.138,Dallas,TX,75212
A-2777268,2,0,Lafayette,LA,70506-1418
A-2953784,2,0,Clearwater,FL,33756
A-2687938,2,0,Columbia,SC,29223
A-6147158,2,0.241,Jacksonville,FL,32256
A-3005811,2,0,Charlotte,NC,28215
A-5615569,2,0.145,Dallas,TX,75212-3336
A-2763787,3,0,Jacksonville,FL,32256
A-3876719,2,1.534,Saint Pauls,NC,28384
A-5849631,2,0.009,Chowchilla,CA,93610-9577
A-6471075,2,0.462,San Francisco,CA,94158
A-4386460,4,0.01,Danville,VA,24541-6845
A-1423715,3,0,Atlanta,GA,30342
A-3099998,3,0,Lemoyne,PA,17043
A-2778520,2,0,Raleigh,NC,27610
A-4504431,2,8.871,Los Angeles,CA,90077
A-1672013,2,0,Fresno,CA,93703
A-4140844,2,3.444,Jacksonville,FL,32218
A-375212,2,0.01,Everett,MA,02149
A-4022879,2,1.127,Kansas City,MO,64155
A-6400618,2,0.3720000000000001,Miami,FL,33184-2521
A-1785141,2,0,Gautier,MS,39553
A-4983515,2,0.01,Saint Paul,MN,55130
A-603958,1,0,Dallas,TX,75204-2316
A-3804709,2,0.5489999999999999,Redmond,OR,97756
A-1471718,3,0,Saint Augustine,FL,32086
A-5068533,2,2.04,Cheyenne,WY,82007
A-2751067,2,0,Tucson,AZ,85715-3814
A-195478,2,0.01,Miller Place,NY,11764-2736
A-2299935,3,0,Birmingham,AL,35216
A-4506276,2,0.687,Jamaica,NY,11430
A-6002380,2,0.239,Kane,PA,16735-3633
A-974673,2,0,Charlotte,NC,28203-4719
A-7315717,2,0,San Jose,CA,95128
A-7470707,2,0.226,Maple Shade,NJ,08052-1622
A-580122,3,0,Woodside,NY,11377
A-4196327,2,2.854,Tuscaloosa,AL,35401
A-521469,1,0.4600000083446503,Austin,TX,78704-3259
A-4326568,2,0.503,Baldwin Park,CA,91706
A-838546,3,0,Alexandria,LA,71303
A-3403264,3,0.2899999916553497,Alhambra,CA,91803
A-1851049,2,0,Austin,TX,78753-3604
A-3917861,2,0.047,Austin,TX,78717
A-6353108,2,0.338,Dallas,TX,75243
A-1794654,3,0,San Jose,CA,95116
A-7468373,2,0,Portland,OR,97220
A-1468027,2,0,Charlotte,NC,28277-3648
A-5670042,2,0.06,Richmond,VA,23220
A-2019176,2,0,Rhinebeck,NY,12572-1104
A-1682757,2,0,Saint Peter,MN,56082-4183
A-4362440,2,0.2,Richmond,VA,23234
A-5160421,2,1.094,Newburgh,NY,12550
A-2437437,2,0.4600000083446503,Nashville,TN,37203-3120
A-7227922,2,0,La Crescenta,CA,91214-3604
A-4671608,2,8.262,Emlenton,PA,16373
A-7472519,2,0.551,Troy,MI,48083
A-6488058,2,1.501,San Diego,CA,92109
A-4486473,2,0.082,Houston,TX,77057-5712
A-6323352,2,2.049,Deatsville,AL,36022
A-5481518,2,0.17,Knoxville,TN,37915
A-4361822,2,0.342,Los Banos,CA,93635
A-5277953,2,0.03,Kalispell,MT,59901-7974
A-965493,2,0,Wesley Chapel,FL,33544
A-2907381,3,0,Philadelphia,PA,19104
A-1116865,2,0,Denver,CO,80203-2613
A-7538303,2,0.593,Portland,OR,97201
A-3430738,3,1.029,Dallas,TX,75215
A-1926360,2,0,Seattle,WA,98122-3854
A-2912932,3,0,Piscataway,NJ,08854
A-4562863,2,0.006,Arlington,VA,22202
A-3805188,2,0.383,Miami,FL,33178
A-5530429,2,0.907,Ooltewah,TN,37363
A-3631183,2,0.221,Toledo,OH,43605
A-7320203,2,0.018,Fresno,CA,93702
A-2687041,2,0,Marina Del Rey,CA,90292-6622
A-1560402,2,0,Mobile,AL,36608
A-999015,2,0,Edmond,OK,73013
A-2203134,3,0,Chelsea,MI,48118
A-3833108,2,0.34,Archer,FL,32618-5924
A-1287861,3,0,Champaign,IL,61822
A-6203134,2,0.041,San Dimas,CA,91773-1452
A-2194454,2,0,Del Valle,TX,78617
A-3493138,2,0.002,Maitland,FL,32751-3377
A-4030811,2,1.172,Danbury,CT,06810
A-3809524,2,2.124,Sacramento,CA,95820
A-7065422,2,0.128,Lynwood,CA,90262
A-2911468,2,0,Oklahoma City,OK,73130-3310
A-6218267,2,2.765,Tulare,CA,93274
A-3271384,2,0,Charlotte,NC,28207-2706
A-2291737,2,0,Hialeah,FL,33014
A-2936078,2,0,Tucson,AZ,85705-5209
A-2533710,2,0,Conshohocken,PA,19428
A-4849035,2,2.153,Minneapolis,MN,55419
A-74091,3,0.01,Los Angeles,CA,90049
A-5346657,2,0.191,Seal Beach,CA,90740
