ID,Severity,Distance(mi),City,State,Zipcode
A-4107312,2,0.585,Nuevo,CA,92567
A-6544235,2,0.516,Miami,FL,33150
A-7107620,2,0,Los Angeles,CA,90002
A-4740311,2,0.117,Irving,TX,75063
A-5859586,2,0.228,Shiprock,NM,87420
A-4905832,2,1.968,Bozeman,MT,59715
A-12951,3,0.01,Burlingame,CA,94010
A-4150953,2,0.283,Washington,DC,20037
A-2364217,3,2.3299999237060547,Saint Paul,MN,55117
A-4979353,2,2.302,Fresno,CA,93701
A-388423,2,0.01,Houston,TX,77099
A-573581,3,0,Downey,CA,90242
A-6397697,2,1.638,Olathe,KS,66061
A-6978890,2,0,Hollister,CA,95023-9309
A-1924519,2,0,Bronx,NY,10464
A-6839554,2,0.13,Susanville,CA,96130
A-4032868,2,0.049,Chesterfield,VA,23838-6041
A-123573,3,0.01,Kissimmee,FL,34747
A-2323669,2,0,Prospect,KY,40059
A-6460629,2,0.662,Kingwood,TX,77339-5230
A-5070964,2,0.955,Greenwood,VA,22943
A-6905555,2,0.172,Bronx,NY,10460
A-99251,2,0,Valencia,CA,91355
A-5618254,2,4.501,Palm Beach Gardens,FL,33418
A-7648032,3,0.4920000000000001,Fort Worth,TX,76135
A-7361475,2,0.304,Eskdale,WV,25075
A-2621853,2,0,Fort Myers,FL,33905
A-6744582,2,0.24,Watsonville,CA,95076
A-2075486,4,11.010000228881836,Woodbine,GA,31569
A-4638183,2,2.327,Mount Crawford,VA,22841
A-7652001,2,0.7090000000000001,Miami,FL,33183
A-440171,2,0.01,Moreno Valley,CA,92553
A-7417321,3,0.282,Grand Rapids,MI,49544
A-3384195,3,0,Baton Rouge,LA,70810
A-2510003,2,0,Dayton,OH,45459
A-2518263,3,0,Atlanta,GA,30310
A-3901792,2,0.074,New Orleans,LA,70116-2930
A-4260395,2,0.176,Orlando,FL,32819-5224
A-2373147,2,0,Nipomo,CA,93444
A-917846,2,0,Concord,CA,94520-1000
A-1350599,2,0,Piedmont,SC,29673
A-1346489,2,0,Buena Vista,VA,24416-2806
A-5150756,4,1.997,Hudson,CO,80642-9201
A-4030036,2,0.418,Fredericksburg,VA,22405-4501
A-58638,3,0.01,Whittier,CA,90601
A-4230570,2,0.059,Goodlettsville,TN,37072-4215
A-1164953,3,1.100000023841858,Little Neck,NY,11362
A-109624,3,0.01,Arcadia,CA,91006
A-6292972,2,0.14,Miami,FL,33172
A-5504994,2,0.304,Hewitt,MN,56453-2002
A-6552582,2,0.961,Nashville,TN,37211
A-6223688,2,0.343,Greenville,SC,29609-4034
A-2509661,3,0,Akron,OH,44307
A-4713761,2,0.074,North Miami,FL,33181-2744
A-6797436,2,0.283,Redmond,OR,97756-8743
A-7359199,2,0,Marysville,CA,95901
A-2625966,3,0,Torrance,CA,90504
A-2086924,2,0,Bakersfield,CA,93308-3370
A-579649,2,0,Lake Havasu City,AZ,86406
A-2879561,2,0,Phoenix,AZ,85009-4707
A-4872725,2,0.422,Port Royal,VA,22535-2105
A-946159,2,0,Apopka,FL,32712
A-3326104,3,0,Winston Salem,NC,27101
A-917985,2,0,Lockport,NY,14094-9502
A-994195,2,0,Hampton,VA,23666
A-598365,2,2.1199998855590816,Minturn,CO,81645
A-5665788,2,3.61,Doswell,VA,23047
A-1300578,2,0,Yorktown,VA,23690
A-187568,2,0,Montrose,MI,48457-9140
A-1213254,3,0,Dallas,TX,75228
A-4906720,2,0.159,Christiansburg,VA,24073
A-531036,2,0,Dallas,TX,75201
A-5058077,2,0.348,Kane,PA,16735-9717
A-2054998,4,6.119999885559082,Kenna,WV,25248
A-1008618,2,0,Madison,TN,37115-2031
A-6098352,2,1.19,Sunland,CA,91040
A-3294835,2,0,Charlotte,NC,28212-6957
A-2238398,2,0,San Francisco,CA,94103
A-3738126,2,0.225,Norfolk,VA,23511
A-6665770,2,2.303,Smithmill,PA,16680
A-6746739,2,2.017,Helix,OR,97835
A-2679062,2,0,Houston,TX,77031-2508
A-1662084,2,0,Avondale,AZ,85323
A-581563,1,0,Lakeland,FL,33801
A-6812747,2,0.076,Birmingham,AL,35243
A-362973,2,0,Johnston,SC,29832-4229
A-1732510,2,0,Wilmington,DE,19805
A-4549450,2,0.914,Arlington,TX,76011
A-387085,2,0,Houston,TX,77096-1001
A-5894727,2,0.135,Miami,FL,33165-2032
A-5506286,2,0.411,Baker City,OR,97814
A-1140054,2,0,Wilmington,CA,90744
A-6297717,2,0.177,Cloverdale,OR,97112
A-3452970,2,0.468,Royal Oak,MI,48067
A-5501809,2,0.097,Columbia,SC,29229-8021
A-7058413,1,0.472,West Jordan,UT,84088-4490
A-4511962,2,3.67,Riverside,CA,92503
A-6848930,2,0.7929999999999999,Miami,FL,33150-1405
A-7140289,4,0.4270000000000001,Perth Amboy,NJ,08861-1935
A-2147674,3,2.390000104904175,Miami,FL,33179
A-6984344,3,0,Dallas,TX,75232
A-393853,3,0.01,Dallas,TX,75220
A-6034631,2,0.301,Miami,FL,33175
A-6988069,3,0,Buffalo,NY,14215
A-3312402,2,0,Madera,CA,93637
A-3463853,2,0.322,Hazel Park,MI,48030
A-4353525,2,0.13,West Chester,PA,19380-5813
A-525762,2,0,West Nyack,NY,10994
A-3321467,3,0,Dallas,TX,75228
A-6152401,2,0.107,Marion,SC,29571-7864
A-1697539,2,0,El Paso,TX,79936-3861
A-6465523,2,0.104,North Hills,CA,91343
A-5428583,2,0.203,Houston,TX,77074
A-326143,3,0.01,Newtown,CT,06470
A-6794217,2,0.052,Charlotte,NC,28269
A-2671834,3,0.8100000023841858,Perris,CA,92571
A-3918963,4,1.681,Middletown,DE,19709
A-7122193,2,0,Westerville,OH,43081-9384
A-1709848,2,0,Richmond,TX,77406
A-6711762,2,0.351,Southaven,MS,38671
A-2285028,2,0,Raleigh,NC,27616-3147
A-915607,2,0,Charlotte,NC,28216
A-2328409,2,0.7099999785423279,Manheim,PA,17545
A-1655325,3,1.1799999475479126,Northport,AL,35476
A-5369235,2,0.8690000000000001,Little Neck,NY,11362
A-5730224,2,0.283,Dallas,TX,75241
A-6589203,2,1.196,Jonesboro,AR,72401
A-4711450,2,0.13,Fairfield,AL,35064
A-7667556,2,10.715,Fultonville,NY,12072
A-4424182,2,0.5760000000000001,Fresno,CA,93701
A-7221113,2,0,Orange,CA,92868
A-5361224,2,0.071,El Paso,TX,79935-4202
A-270813,2,0,Austin,TX,78704-2610
A-716294,2,0,Manning,SC,29102-6463
A-3623781,2,0,Saint Cloud,MN,56301-3726
A-7184397,2,0,Minneapolis,MN,55412
A-4672414,2,0.115,Grand Rapids,MI,49503-4909
A-952092,2,0,Charlotte,NC,28227
A-6330316,2,0.888,Spanaway,WA,98387-7574
A-7628847,4,0.952,Perrysburg,OH,43551
A-7627488,2,0.071,Cranston,RI,02910
A-1609872,2,0,Austin,TX,78747-4042
A-1589157,3,0.7200000286102295,Overland Park,KS,66210
A-376123,2,0.01,Bronxville,NY,10708
A-1494426,2,0,Wilton Manors,FL,33311-1725
A-350650,2,0.01,Los Angeles,CA,90044
A-1085868,2,29.03000068664551,Palm City,FL,34990-8157
A-4969976,2,0.6920000000000001,Wakefield,MA,01880
A-344810,3,0.01,Pasadena,CA,91107
A-230045,2,0.01,Paeonian Springs,VA,20129-1704
A-5800741,2,0.31,Chattanooga,TN,37411-5428
A-1570389,3,0,Saint Charles,MO,63303
A-4891349,2,1.247,Pleasanton,CA,94588
A-7528256,4,0.026,Madison,GA,30650-3917
A-2448260,3,0,Birmingham,AL,35212
A-2905651,2,0,Prosperity,SC,29127-9348
A-2258130,3,0,Fort Lauderdale,FL,33309
A-312846,2,0,Arlington,WA,98223-7742
A-6970343,2,0.746,Fort Myers,FL,33913
A-4921362,2,0.152,Nashville,TN,37203
A-3556353,2,1.409,Sherman Oaks,CA,91423
A-7502237,2,0.05,Newark,NJ,07105
A-5085161,2,0.104,Dallas,TX,75212
A-110465,3,0.01,Whittier,CA,90601
A-905631,2,0,Suffern,NY,10901
A-1732372,3,0,Phelps,NY,14532
A-3186917,3,0,Forest Park,GA,30297
A-7454470,2,0.017,Klamath Falls,OR,97601-9464
A-6822127,2,0.055,Orlando,FL,32803-6653
A-4694034,2,1.45,Milpitas,CA,95035
A-7437065,2,0.451,Eugene,OR,97402
A-7498828,2,0.411,Valley Village,CA,91607
A-4658120,2,0.265,Davis Creek,CA,96108
A-3349810,2,0,Baton Rouge,LA,70805
A-3440918,2,0.477,Fort Worth,TX,76140
A-1012816,2,0,Huntsville,OH,43324-9621
A-2404119,2,0,Oklahoma City,OK,73107-1803
A-7320572,3,0.821,Saint Louis,MO,63131
A-2448139,3,0,Blue Springs,MO,64015
A-7051041,2,0,Winchester,CA,92596
A-3576370,2,0.415,Bronx,NY,10472
A-5129920,2,0.962,Klamath Falls,OR,97603-9595
A-5731967,2,0.14,Raleigh,NC,27616-3146
A-6226472,2,0.5,Lindsay,CA,93247-9531
A-5120008,2,1.94,Timberville,VA,22853
A-1034734,2,0.1599999964237213,Birmingham,AL,35212
A-6972759,2,0.434,San Jose,CA,95138
A-1877820,3,2.259999990463257,Manteca,CA,95337
A-1142579,2,0,Denver,CO,80219-3910
A-5438723,2,0.237,Hialeah,FL,33015-2738
A-4191903,2,0.103,Columbia,SC,29212-1711
A-5487904,2,0.079,Bishop,CA,93514
A-924883,2,0,Minneapolis,MN,55403
A-6740635,2,0.336,Los Angeles,CA,90033
A-4052490,2,0.023,Independence,MO,64057
A-2115628,2,0,Houston,TX,77033
A-2326184,3,0,Spartanburg,SC,29303
A-6103479,2,0.086,Junction City,OR,97448-9742
A-1206848,3,0,New Haven,CT,06511
A-6152288,2,0.098,Oxnard,CA,93035
A-1668433,3,0,Louisville,KY,40299
A-224386,2,0.01,Dayton,OH,45405
A-5856995,2,0.128,Austin,TX,78728
A-3812126,2,0.188,Miami,FL,33165-4035
A-6755017,2,2.213,Stony Creek,VA,23882
A-6673098,2,0.092,Austin,TX,78728-5705
A-7724557,2,0.189,Floriston,CA,96111
A-54832,2,0.01,Long Beach,CA,90805
A-787815,3,0,Savannah,GA,31405
A-2873872,2,0,Austin,TX,78705-1102
A-3169930,2,0,Maumelle,AR,72113
A-6949657,2,0.108,Baltimore,MD,21224
A-3980709,2,1.492,Sacramento,CA,95823
A-2331177,2,0,Saint Petersburg,FL,33715
A-5525744,2,0.728,Hornbrook,CA,96044
A-6661740,2,0.231,Simpsonville,SC,29680-7141
A-6289592,2,0.139,Opa Locka,FL,33054
A-3258588,2,0,Manchaca,TX,78652-3704
A-6921732,2,0.048,Cocoa,FL,32926
A-1094954,2,0,Houston,TX,77085
A-7134199,2,0.892,Orlando,FL,32832
A-894404,2,0,Lemoore,CA,93245
A-2767107,3,0,West Harrison,NY,10604
A-912652,2,0,Columbia,SC,29229-8854
A-6194888,2,0.312,Encinitas,CA,92024
A-4663207,2,0.084,Hacienda Heights,CA,91745-4613
A-1958499,3,0,Nashville,TN,37211
A-7147436,3,0,Dallas,TX,75232
A-4764598,2,0.248,Cutler,CA,93615-9779
A-6332341,2,0.6609999999999999,Midland,VA,22728-2057
A-736477,3,0,Detroit,MI,48224
A-4784630,2,0.073,Tustin,CA,92780-3549
A-7549488,2,0.61,Saint Petersburg,FL,33714
A-7108744,2,0.004,San Diego,CA,92130
A-6488532,2,0.03,Houston,TX,77021-5904
A-4210338,2,0.8,Santa Barbara,CA,93108
A-1646198,2,0,Zebulon,NC,27597-2358
A-6295783,2,0.155,Dallas,TX,75204-2900
A-877019,2,0,Charlotte,NC,28217
A-4728752,2,0.023,Visalia,CA,93291
A-5897440,2,2.906,Brandywine,MD,20613
A-7432915,2,0.054,Brooklyn,MD,21225-3261
A-1240608,3,0,Chevy Chase,MD,20815
A-5034,3,0.01,Sacramento,CA,95814
A-4224467,2,2.801,Plant City,FL,33565
A-4047848,2,0.042,West Hempstead,NY,11552
A-6763862,2,0.325,Miami,FL,33184-3033
A-4201915,2,1.098,Petersburg,VA,23805
A-6300900,2,1.2819999999999998,Corona,CA,92883
A-5617214,2,1.089,Homer,NY,13077
A-2178492,2,0,Whittier,CA,90605-4144
A-1414428,2,0,Peyton,CO,80831
A-5320368,2,0.041,Vail,CO,81657
A-6860438,2,0.023,Charlotte,NC,28206
A-6360983,2,0.017,Orlando,FL,32801
A-1217331,2,0,Hephzibah,GA,30815-6245
A-6955119,2,0.371,Visalia,CA,93291
A-1405570,2,0,Lafayette,LA,70506-6023
A-7533805,2,0,Fairfax,VA,22030
A-1690077,3,0,Tustin,CA,92780
A-3825997,2,0.019,Raleigh,NC,27615
A-3873113,2,0.18,Boydton,VA,23917
A-974865,2,0,Sanford,FL,32773
A-2244928,2,0,Houston,TX,77020-5349
A-1285294,2,0,Lexington,SC,29072-2705
A-64039,2,0.01,Moorpark,CA,93021
A-3782607,2,2.439,Wendell,NC,27591
A-7579514,2,0.454,Los Angeles,CA,90018
A-4693354,2,1.595,Elk Grove,CA,95758
A-5088466,2,0.344,Flint,MI,48507-4419
A-2190713,2,0,Austin,TX,78757
A-5860736,2,0.314,Meridian,ID,83642-8393
A-1985122,2,0,Oshkosh,WI,54902
A-4670623,2,0.006,Tucson,AZ,85737
A-7116177,2,0,San Diego,CA,92110
A-7664697,2,0.208,Manchester,NH,03109
A-5302376,2,0.006,Miami,FL,33157
A-4452642,2,0.061,Miami,FL,33176
A-6773874,2,0.266,Los Gatos,CA,95033
A-1789548,2,0,Ocala,FL,34482
A-3604739,2,0,Des Plaines,IL,60016-4001
A-3933364,2,1.088,Indianapolis,IN,46237
A-3191439,2,0,Morrisville,NC,27560
A-1396985,3,0,Blue Springs,MO,64014
A-1464060,2,0,Oklahoma City,OK,73107
A-2950823,3,0,Hattiesburg,MS,39401
A-1910070,3,0,West Nyack,NY,10994
A-6055168,2,1.291,Houston,TX,77026
A-3197125,3,3.2699999809265137,North Haven,CT,06473
A-3049408,3,0,Portland,OR,97201
A-6978012,1,0,Charlotte,NC,28205
A-5474020,2,0.282,Houston,TX,77035
A-732462,2,0,Mountain View,CA,94043-1818
A-1402635,2,0,Downers Grove,IL,60516
A-3112416,2,0,Huntersville,NC,28078
A-3500412,2,0.311,New York,NY,10016
A-4746888,2,17.746,Flagstaff,AZ,86001
A-5789722,2,1.589,Dallas,TX,75251
A-2018089,3,0,Oklahoma City,OK,73135
A-5090338,2,1.024,White Marsh,MD,21162
A-5290307,2,0.999,Redwood Falls,MN,56283
A-1130119,2,0,Denver,CO,80221
A-5201521,2,0.024,Salinas,CA,93908
A-2556886,2,0,Lafayette,LA,70503-2906
A-4764648,2,0.514,Charleston,WV,25306
A-3279296,2,0,San Carlos,CA,94070
A-6555511,2,2.888,Wallkill,NY,12589
A-2350016,3,0,Laramie,WY,82070
A-5243951,2,1.846,Brandon,FL,33510
A-7428134,2,0.347,Altamonte Springs,FL,32701
A-7021673,2,0,Commack,NY,11725-3406
A-2331781,2,0,Fort Worth,TX,76155
A-2674062,3,0,Hayward,CA,94544
A-5295656,2,0.141,New York,NY,10036
A-7191288,2,0,Hastings,MN,55033-9481
A-3545700,4,8.859,Nipton,CA,92364
A-1892232,2,0,Cross,SC,29436-3578
A-3890808,2,0.092,Miami,FL,33156
A-5512107,2,0.231,Portland,OR,97220
A-5450613,2,9.78,Livermore,CA,94551
A-6444012,2,1.138,San Bernardino,CA,92407
A-5406090,2,0.011,Gardena,CA,90249-4320
A-391443,3,0.01,Dallas,TX,75207
A-4404333,2,3.757,Brighton,MI,48114
A-3234611,3,2.5699999332427983,Buffalo,NY,14225
A-6467253,2,0.6890000000000001,Newark,NJ,07112
A-6959524,2,1.643,San Marcos,TX,78666
A-4965850,2,2.299,Daytona Beach,FL,32124
A-6879027,2,0.261,Fort Myers,FL,33912-1597
A-750928,3,0,Novi,MI,48377
A-4964283,2,2.524,East Brunswick,NJ,08816
A-7465726,2,0.038,Klamath Falls,OR,97601-9534
A-6883417,2,0.174,Hollister,CA,95023
A-455958,3,0,Tracy,CA,95304
A-502981,2,0,Grand Rapids,MI,49503-1421
A-7233315,2,0,Omaha,NE,68142-5166
A-2508617,3,0,South Jordan,UT,84095
A-6599375,2,0.07,Somis,CA,93066-9787
A-3937734,2,5.303,Bowman,SC,29018
A-495971,3,0,Long Beach,CA,90810
A-5309046,2,0.956,Rockwall,TX,75087
A-4061915,2,1.057,Seffner,FL,33584
A-6695865,2,1.952,Waterford,CT,06385
A-5793991,2,0.212,Sacramento,CA,95822
A-2866692,2,0,Greensboro,NC,27408
A-5360025,2,0.569,Brooklyn,NY,11222
A-5383925,2,0.16,Griffin,GA,30223-1174
A-5656854,4,0.133,Bernville,PA,19506
A-7693564,4,0.399,Commerce City,CO,80022
A-4930667,2,0.4,Fenton,MO,63026
A-1318208,2,1.7300000190734863,New Bern,NC,28562
A-1769819,2,0,Lakeland,FL,33803
A-6813670,2,0.1689999999999999,Miami,FL,33176-2202
A-843258,2,0,Cranston,RI,02921-1353
A-3845929,2,2.12,Myersville,MD,21773
A-1744995,4,0,Essex,MD,21221
A-1547031,2,0,Pickens,SC,29671-2424
A-6215618,2,0.099,Palm Harbor,FL,34683
A-393994,2,0.01,Dallas,TX,75228
A-1687508,2,0,Exeter,NH,03833-2105
A-6522987,2,0.046,Norristown,PA,19401
A-279271,2,0.01,Houston,TX,77030
A-5337704,2,3.201,Jacksonville,FL,32207
A-1816439,2,0,Rochester,NY,14626-4813
A-200177,3,0.7,Watervliet,NY,12189
A-3989876,2,0.417,Columbia,SC,29212-2232
A-1069915,2,0,Knoxville,TN,37920
A-769158,2,0,Grandville,MI,49418-9508
A-3566675,2,0.237,San Bruno,CA,94066
A-7280035,2,0,Onyx,CA,93255-9722
A-2018342,3,0,Jackson,MS,39206
A-1120368,2,0.1599999964237213,Merchantville,NJ,08109
A-2101924,2,0,El Paso,TX,79902-4349
A-538172,3,5.869999885559082,Portland,OR,97227
A-4920492,2,4.4860000000000015,North Stonington,CT,06359
A-6546426,2,0.104,Baton Rouge,LA,70806
A-2625831,2,0,Petaluma,CA,94954
A-993924,3,0,Westport,CT,06880
A-6928267,2,0.068,Belton,SC,29627-9246
A-5009029,2,0.061,Orlando,FL,32803-4019
A-5251211,2,4.557,Hialeah,FL,33016
A-5813449,2,2.835,Houston,TX,77024
A-2356139,3,22.290000915527344,Harleysville,PA,19438
A-535749,3,0,Fairfax,VA,22031
A-5195705,4,6.479,Knox,PA,16232
A-5685410,2,1.259,Cerritos,CA,90703
A-3897015,2,2.439,New Orleans,LA,70124
A-336747,4,0.01,Richmond,CA,94804
A-799293,2,0,Garden Grove,CA,92845
A-340750,2,0.01,Sacramento,CA,95821
A-5263344,2,1.156,Waxahachie,TX,75165
A-6687148,2,0.574,North Little Rock,AR,72114
A-3133785,2,0,Nashville,TN,37214
A-2143766,3,0,Memphis,TN,38105
A-3937537,2,0.291,Detroit,MI,48238
A-6149839,2,0.113,Whittier,CA,90604-2919
A-75233,3,0.01,Long Beach,CA,90805
A-1404520,3,0,Denver,CO,80229
A-2389044,2,0,Houston,TX,77089-6713
A-5284878,2,0.051,Houston,TX,77023-4211
A-4086312,2,1.791,Wilcox,PA,15870
A-5821755,2,0.114,Norristown,PA,19401-4611
A-2204119,2,0,Columbia,SC,29206-5017
A-4528956,2,0.144,Miami Lakes,FL,33014-6044
A-1091874,2,0,Oklahoma City,OK,73107
A-6803073,2,0.202,Torrance,CA,90501
A-1798276,2,0,Lancaster,PA,17601-5737
A-3525672,2,0.6559999999999999,Seattle,WA,98102
A-3531511,2,0.091,Compton,CA,90220-6305
A-3628793,2,0.527,Hialeah,FL,33016
A-1763775,2,0,Nashville,TN,37209
A-4176697,2,0.017,Winston-Salem,NC,27127
A-1707720,2,0,Los Angeles,CA,90063-1939
A-7129757,2,0,Baldwin Park,CA,91706
A-3828083,2,1.242,Newburgh,NY,12550
A-152195,3,0.01,Decatur,GA,30035
A-5647025,2,0.1669999999999999,Thompson,UT,84540
A-1252474,3,11.34000015258789,Keswick,VA,22947
A-77338,2,0,Los Angeles,CA,90012
A-3837556,2,0.946,Irving,TX,75062
A-3546944,2,0.639,Long Beach,CA,90815
A-968208,2,0,San Diego,CA,92128
A-3834426,2,0.183,Miami,FL,33157
A-5498591,2,5.595,Huntington,OR,97907
A-1867319,2,0,Ocoee,FL,34761
A-6538858,2,0.356,Memphis,TN,38116
A-5695124,2,1.052,Fort Myers,FL,33966-1017
A-161805,2,0.01,Des Moines,IA,50313
A-3104760,3,0,Conyers,GA,30012
A-6707730,2,0.96,Leland,NC,28451
A-6808119,2,0.705,Bridgeport,CT,06605
A-4551044,2,0.087,Berkeley,CA,94710
A-3945630,2,0.027,Sacramento,CA,95864-5651
A-764659,3,0,Bossier City,LA,71111
A-357949,2,0.01,Orlando,FL,32835
A-5333430,2,1.3219999999999998,New Orleans,LA,70117
A-7531343,2,1.297,Springfield,MO,65802
A-294562,2,0,Austin,TX,78741
A-6859965,2,0.024,Dallas,TX,75247-5004
A-3442473,3,0.884,Dallas,TX,75241
A-2805224,2,0,Charlotte,NC,28205-5702
A-6274038,2,0.5379999999999999,Trenton,NJ,08611
A-5921307,2,0.067,Fort Walton Beach,FL,32548
A-5033252,2,0.133,Miami,FL,33144-4712
A-4377047,4,0.6759999999999999,Wichita,KS,67213
A-7042507,2,0,Covington,KY,41011
A-2028552,3,0.7699999809265137,San Francisco,CA,94112
A-3857424,2,8.302,Garden Grove,CA,92845
A-390140,2,0.01,Houston,TX,77069-3604
A-3731063,2,0.122,Apollo,PA,15613
A-2665462,3,0,Los Angeles,CA,90016
A-5034408,2,0.629,Manheim,PA,17545-9137
A-680594,3,0,Oklahoma City,OK,73139
A-280387,2,0.01,Austin,TX,78731-4907
A-883570,2,0,Atlantic City,NJ,08401
A-3414508,3,0.6809999999999999,Hercules,CA,94547
A-2029630,2,0,Armonk,NY,10504
A-7218881,2,0,Orange,CA,92866
A-1554245,2,0,Seattle,WA,98134
A-5170093,2,1.012,Lenoir City,TN,37771
A-6084129,2,0.047,Eveleth,MN,55734
A-5242172,2,0.063,Charlotte,NC,28227-0965
A-2400551,2,0,Cincinnati,OH,45246-4109
A-60233,2,0.01,Corona,CA,92882
A-5192892,2,1.133,Carlsbad,CA,92008
A-5715841,2,0.094,Studio City,CA,91604-1140
A-5854322,2,1.66,Portland,OR,97220
A-1099772,2,0,Ventura,CA,93001
A-3787176,2,0.179,Norristown,PA,19403-3048
A-3095657,2,0,Oklahoma City,OK,73135-4530
A-4012543,2,0.9,Annandale,VA,22003
A-1914635,2,0,Starke,FL,32091-8048
A-1671621,3,0,Memphis,TN,38134
A-6791967,2,0.145,Palo Alto,CA,94303
A-4604978,2,0.212,North Miami,FL,33161-4716
A-7460147,3,0.245,Sikeston,MO,63801
A-592303,4,0,Ormond Beach,FL,32174
A-5048163,2,0.013,Tempe,AZ,85281-1204
A-834359,2,0,Fort Myers,FL,33913
A-3478064,3,0.439,Bellmawr,NJ,08031-1901
A-4116713,2,0.568,Richland,IN,47634-9159
A-7652470,2,0.157,Boca Raton,FL,33433
A-3946213,2,0.102,Miami,FL,33174
A-738314,3,0,Windsor,CT,06095
A-2439187,2,0,Charlotte,NC,28277
A-5604537,2,0.048,Santa Fe Springs,CA,90670
A-1330405,3,0,Vancouver,WA,98663-3362
A-6549327,2,0.098,Miami,FL,33165-2092
A-4864493,2,0.003,Charlotte,NC,28226-3910
A-3189002,2,0,Raleigh,NC,27616
A-5576733,2,0.123,Houston,TX,77074-3910
A-370078,2,0.01,Davison,MI,48423
A-6099604,2,1.023,Ridgeville,SC,29472
A-1534797,3,0,Saint Louis,MO,63131
A-4971912,2,1.507,Battle Lake,MN,56515-9101
A-7272298,4,0.12,Lansing,MI,48910-3055
A-743160,3,3.0999999046325684,Hauppauge,NY,11788
A-3737271,2,0.081,Ocoee,FL,34761-6955
A-2755786,2,0,Souderton,PA,18964-2074
A-1063097,3,0,San Jose,CA,95110
A-1703955,2,0,West Chicago,IL,60185
A-291281,2,0,Austin,TX,78736
A-2556380,2,0,Miami,FL,33157
A-5263780,2,0.017,Nashville,TN,37207
A-4268600,2,0.674,Los Angeles,CA,90012
A-921427,2,0,Warrior,AL,35180-4263
A-3033486,2,0,Castaic,CA,91384
A-2467278,2,0,Arab,AL,35016-3212
A-4663014,2,0.392,Greenville,SC,29615-4116
A-7069073,2,0,Santa Paula,CA,93060
A-4619056,2,0.325,Auburn,CA,95602
A-6306812,2,1.564,Elk Grove,CA,95757
A-4176665,2,0.081,Hartsville,SC,29550-7608
A-7086833,3,1.228,Wilmington,MA,01887
A-2366832,2,0,Omaha,NE,68124
A-7360126,2,0,Gurnee,IL,60031
A-3021482,2,0,Norristown,PA,19401
A-2139968,2,0,South Ozone Park,NY,11420
A-1915343,2,0,Houston,TX,77072
A-1017982,3,0,Murfreesboro,TN,37129
A-4139212,2,0.081,Parrish,FL,34219
A-7701146,4,2.082,Fort Lauderdale,FL,33326
A-7654089,2,0.306,Grand Rapids,MI,49548
A-4163445,2,0.944,Taylor,MI,48180
A-4097673,2,0.381,Springfield,VA,22150
A-6392786,2,1.2919999999999998,Seaside,OR,97138
A-7323120,2,0,Milpitas,CA,95035
A-1077993,2,0,Denver,CO,80210-1715
A-4146006,2,0.215,Chicago,IL,60618
A-906400,2,0,Pelzer,SC,29669
A-4697080,2,0.472,Saint Cloud,MN,56301
A-5065705,2,0.023,Sylmar,CA,91342
A-2517844,2,0,Charlotte,NC,28206-2310
A-1040777,2,0,Columbia,SC,29210-4158
A-5769548,2,0.282,Charlotte,NC,28226-3909
A-5980369,2,0.393,Sacramento,CA,95816
A-2580251,2,0,Hermitage,TN,37076
A-2521804,2,0,Austin,TX,78749-3960
A-3104275,2,0,Garner,NC,27529-7915
A-2747975,3,0,Minneapolis,MN,55437
A-740983,2,3.7799999713897705,Houston,TX,77049
A-7665546,3,0.231,Houston,TX,77054
A-81873,3,0,San Bernardino,CA,92408
A-511842,2,0,Tacoma,WA,98421
A-4914384,2,1.017,Manahawkin,NJ,08050
A-502518,2,0,Grand Rapids,MI,49548-1303
A-4728271,2,0.073,Dallas,TX,75207
A-7542410,3,0.057,Millville,NJ,08332-4201
A-5008110,2,0.759,Jamaica,NY,11435
A-4155793,2,0.033,Fullerton,CA,92832
A-6974933,2,0.126,Dallas,TX,75203
A-522,3,0.01,Lima,OH,45804
A-3106740,2,1.0399999618530271,Lexington,KY,40517-2916
A-4026071,2,0.399,Payson,AZ,85541
A-5151060,2,0.277,Manassas,VA,20109
A-4113977,2,0.042,Tampa,FL,33617
A-5196005,2,0.124,Miami,FL,33165-3297
A-1733964,2,0,Athens,AL,35611-4315
A-2605196,2,0,Cincinnati,OH,45231-5211
A-4762097,2,0.408,Austin,TX,78737
A-3855050,2,0.726,San Diego,CA,92101
A-2831343,2,0,Tucson,AZ,85712-4736
A-2333635,3,0,Indianapolis,IN,46208
A-3604486,2,0,Charlotte,NC,28203-4248
A-5116979,2,0.8390000000000001,Indianapolis,IN,46226
A-6481668,2,0.6829999999999999,Dos Palos,CA,93620-9755
A-1767702,2,0,Austin,TX,78736-1769
A-4186311,2,0.332,Leesburg,VA,20175
A-6510237,2,0.297,Newhall,CA,91321
A-7091129,2,4.172,York,PA,17406
A-679459,2,0,Oviedo,FL,32765
A-7636028,2,0.345,Atlanta,GA,30327
A-47435,2,0,Valyermo,CA,93563
A-7749651,2,0,Thousand Oaks,CA,91362
A-5744348,2,0.05,Phoenix,AZ,85022
A-1704172,2,0,Baton Rouge,LA,70816
A-3954918,2,0.041,Sarasota,FL,34233-2542
A-3245483,2,0,Port Orchard,WA,98367
A-2274275,2,1.6299999952316284,San Luis Obispo,CA,93401-0627
A-6815527,2,1.042,Brunswick,GA,31525
A-4459645,2,1.132,Tulare,CA,93274
A-7645944,2,0.377,Morgan,UT,84050
